0.01511,0,0.01978,0,0.01787,0,6.67953,0.00248,6.32226,0.00183,6.4315,0.00217,0.29577,0.00178,0.33579,0.00268,0.32325,0.00238,42951909.14095,2174142402.49976,37827723.06471,1408897397.47432,39402135.20001,1537832596.50942,A
0.02536,0,0.0412,0,0.03226,0,5.90506,0.00365,5.5047,0.0023,5.72598,0.00259,0.35909,0.002,0.42121,0.00155,0.39962,0.0018,28110643.52049,851768742.69352,24215003.68518,589946750.87233,25763136.01789,664566159.46944,A
0.08145,0.00002,0.08005,0.00001,0.06138,0,4.40664,0.00723,4.38131,0.0044,4.72184,0.00605,0.51489,0.00209,0.52002,0.00214,0.48177,0.0024,12862910.84943,1770048470.74626,14564235.9573,1856337153.56096,19810058.72479,2551447045.55571,A
0.10421,0.00001,0.11409,0.00001,0.09924,0.00001,4.0855,0.00558,4.02053,0.00661,4.11809,0.00465,0.56478,0.00319,0.5754,0.00256,0.56229,0.00293,14564060.78372,682418760.53061,13926158.05476,631566981.00776,14846694.09749,747052551.60235,A
0.0154,0,0.02023,0,0.02074,0,6.87429,0.0119,6.54595,0.0078,6.55253,0.00521,0.2745,0.00341,0.3296,0.00317,0.33586,0.00302,49110977.17744,8674591587.46966,39292717.1109,4455896814.959581,39216307.89879,4059682132.41908,A
0.0098,0,0.02383,0,0.01374,0,7.28811,0.01297,6.43604,0.00277,6.87616,0.0042,0.25609,0.00229,0.34459,0.00187,0.30823,0.00251,56495754.93356,8770769740.24151,35100368.18613,2531923496.36381,47482109.8994,4906141196.55893,A
0.1295,0.00001,0.16371,0.00001,0.15426,0.00001,3.55669,0.00187,3.18185,0.00109,3.24831,0.00085,0.61089,0.00238,0.65341,0.00147,0.64578,0.00153,12317311.54871,422674564.41632,10774526.43309,329309266.45457,11084754.82735,289355796.46698,A
0.02589,0,0.02725,0,0.01831,0,5.84744,0.01076,5.88089,0.01324,6.51098,0.00619,0.35546,0.0019,0.36048,0.00183,0.31394,0.00148,29489076.72767,5547688872.18904,29250222.20391,5111405792.65694,36618540.70313,8673228286.791532,A
0.02492,0,0.02938,0,0.03179,0,5.82379,0.0019,5.67672,0.00175,5.59408,0.00126,0.36619,0.00296,0.39613,0.0034,0.4089,0.00313,29757339.76052,1963700095.13233,27637074.02186,1539202416.82585,26410982.42998,1316330845.00788,A
0.00895,0,0.01767,0,0.05691,0.00001,7.39367,0.00238,6.44178,0.00981,4.82767,0.00972,0.22113,0.00198,0.28202,0.002,0.47295,0.00212,56754001.06276,9103952934.60802,38083362.19654,2925440121.96728,19546945.67347,668819890.35326,B
0.03207,0,0.03164,0,0.03586,0,5.45616,0.00095,5.35318,0.00015,5.30512,0.0001,0.39855,0.00096,0.40786,0.00128,0.41978,0.00103,19884304.20211,1309751761.95802,20484299.36761,1402026212.54407,20066706.77102,1857265962.59203,B
0.0215,0,0.02646,0.00001,0.04222,0.00002,6.06156,0.0113,5.77612,0.01488,5.19923,0.01863,0.32515,0.00173,0.34656,0.00184,0.41318,0.00198,33678370.09919,1257304015.41922,30290771.96781,1107983973.32321,23012456.22089,573653954.85115,B
0.0408,0,0.04995,0,0.05115,0,5.24607,0.00083,4.98124,0.00049,5.0014,0.00043,0.43931,0.00106,0.47306,0.00111,0.47547,0.00099,16952859.56431,13763446.99229,15493640.14897,11220200.0335,15414107.29331,15033503.51145,B
0.02818,0,0.03699,0,0.03534,0,5.83504,0.00438,5.58884,0.00382,5.62773,0.00508,0.37001,0.00323,0.41019,0.00426,0.40326,0.00407,25386369.91005,3969500124.42336,22124674.31843,3600409992.73979,23798703.32346,5224604828.79803,B
0.03299,0,0.03491,0,0.04068,0,5.48792,0.00124,5.33629,0.00074,5.25193,0.00107,0.39641,0.00103,0.41358,0.00135,0.43073,0.0013,20851622.37906,2375991966.10183,20881154.49791,2661055334.86054,18238261.28266,3136599403.1369,B
0.02859,0,0.0335,0,0.04221,0,5.74096,0.00038,5.56241,0.00067,5.16106,0.0015,0.36238,0.00162,0.3845,0.00171,0.42851,0.00221,29053163.68652,1225907152.90511,27675328.50838,1055800140.48582,22111065.56936,607472721.11046,B
0.05724,0.00001,0.07736,0,0.08782,0,4.62062,0.00484,4.27719,0.00452,4.22885,0.00374,0.4764,0.00227,0.52945,0.00186,0.54385,0.00175,18950803.34025,1216258289.62001,16382264.2266,1055202000.41376,15189420.38249,1250240734.22962,B
0.01385,0,0.01736,0,0.01734,0,7.04893,0.00604,6.75645,0.00602,6.86817,0.00736,0.24577,0.0027,0.28497,0.00313,0.28591,0.00334,49170880.34949,2274234166.10346,44012875.12826,1276195234.76337,45410168.8597,994312434.20422,B
0.01315,0,0.01862,0,0.01963,0.00001,6.53319,0.01526,6.14894,0.01904,6.17671,0.02006,0.27127,0.0012,0.30813,0.00115,0.31318,0.00118,42136566.52244,10850728937.98514,34936995.38812,7625128856.96327,33638931.59309,9218781558.85283,B
0.04704,0.00002,0.06488,0.00003,0.05791,0.00003,5.03795,0.01398,4.63657,0.01351,4.81549,0.0186,0.43344,0.00174,0.4781,0.00157,0.46179,0.00175,22232601.70878,351829577.71914,18633191.18366,231759001.86197,19262770.10661,372451068.33403,B
0.02978,0.00002,0.04391,0.00002,0.03457,0.00002,5.62829,0.03024,5.17495,0.02779,5.51428,0.0375,0.36134,0.00234,0.41562,0.0019,0.38033,0.00216,28225273.89874,3667777059.48309,23063523.82566,2382778242.24704,26406546.31839,5098174356.41056,B
0.01457,0,0.02241,0.00001,0.02595,0.00001,6.43963,0.01561,5.94694,0.01848,5.77707,0.01542,0.27712,0.0013,0.32717,0.00124,0.34941,0.00151,37938139.19241,5326569898.55055,30544308.12587,2783850207.17503,29274848.51474,2860221258.12103,B
0.0109,0,0.01211,0,0.01599,0,7.15968,0.00277,7.0685,0.0039,6.46399,0.00921,0.23369,0.00182,0.2377,0.00174,0.28724,0.00225,55074649.75845,8593079937.00413,51252890.34303,7607214141.73071,40020404.42024,4404895870.9128,B
0.01098,0,0.01167,0,0.02227,0,6.92856,0.00153,6.81569,0.00143,6.11491,0.01127,0.23785,0.00175,0.24415,0.00188,0.32873,0.00192,52960626.29509,28769846629.921692,54005528.18907,29091687578.606,35352185.51077,5081992031.70928,B
0.05598,0.00004,0.08044,0.00006,0.101,0.00004,4.67911,0.02625,4.28882,0.02309,4.194,0.013,0.44749,0.00279,0.50571,0.00247,0.54662,0.00165,14393174.65757,1421877511.64418,10981593.88989,1269032036.1507,10047383.37573,1821925026.79076,B
0.02203,0,0.0281,0,0.02822,0,6.25628,0.01098,6.04334,0.00809,5.99388,0.00607,0.3476,0.00538,0.38005,0.00705,0.37255,0.00813,35930208.98939,7631711662.53636,32394957.03118,6395213838.9725,32121196.74998,6497201508.17626,A
0.00843,0,0.01011,0.00001,0.00882,0,7.49701,0.04463,7.35196,0.08103,7.4817,0.06532,0.26716,0.02179,0.28874,0.02938,0.2771,0.02704,61140135.30533,36162118585.123656,57812941.43292,33838137112.35036,61810446.31005,44965947531.47676,A
0.02391,0.00001,0.02656,0.00002,0.02601,0.00001,5.90527,0.02639,5.76008,0.03101,5.84399,0.02931,0.32887,0.00256,0.33967,0.00274,0.34071,0.00275,31938725.91264,1562939844.824,30653045.62049,1897298087.81171,30955918.59916,2523601765.46108,A
0.02753,0.00002,0.02992,0.00003,0.02667,0.00001,5.7838,0.02588,5.71294,0.03288,5.80109,0.02311,0.34217,0.00242,0.34988,0.00228,0.34064,0.00313,27445690.58498,1381657922.28187,26716344.19928,1848605991.73388,27593182.0413,2647692498.2315,A
0.05891,0,0.07316,0,0.06844,0,4.84665,0.00476,4.53129,0.00811,4.5815,0.00645,0.48017,0.00327,0.51452,0.00254,0.50571,0.00286,19464680.07175,1789595362.93616,17378703.89528,1462730423.44921,17938582.75684,1617535330.65353,A
0.03818,0.00001,0.06876,0.00002,0.05679,0.00001,5.33307,0.02594,4.67994,0.02009,4.8942,0.01553,0.40611,0.00313,0.49551,0.002,0.4707,0.00225,24715024.78666,2979430895.64289,18230551.71974,1655386996.91881,20195793.91884,2103083620.77145,A
0.03239,0.00001,0.0409,0.00001,0.03389,0,5.74135,0.02743,5.36736,0.02327,5.5673,0.01808,0.37841,0.00212,0.42187,0.00217,0.4006,0.00242,27144828.23768,4084102659.0187,24404129.5456,3053600840.41217,26669005.75696,3630493641.30765,A
0.01404,0,0.01715,0.00001,0.01639,0.00001,6.82449,0.00639,6.65359,0.01209,6.67963,0.01183,0.30787,0.01475,0.33195,0.01899,0.32931,0.01894,50633767.93991,21156156392.21892,48404780.41929,19515070368.728632,49138259.35678,21641555362.977232,A
0.03959,0,0.04895,0.00001,0.05148,0,5.36834,0.00667,5.13649,0.00811,5.03137,0.00533,0.42761,0.00386,0.45498,0.00417,0.46616,0.00465,24741644.63927,2945321858.50804,22587741.25302,2566584548.67795,21793265.33357,2521224881.96207,A
0.01145,0,0.01386,0,0.01326,0,6.95949,0.00166,6.83861,0.00057,6.84571,0.00072,0.27225,0.00073,0.29282,0.00081,0.29202,0.00083,39645628.96269,566631941.65372,35944128.7268,407995702.46911,36453705.62635,355855424.25518,A
0.01517,0,0.01884,0,0.02081,0,6.47384,0.00076,6.23194,0.00021,6.23736,0.00014,0.30706,0.00085,0.33988,0.00095,0.35075,0.0008,30899856.80238,5651174755.80505,27859649.57689,5291027349.63605,28903097.93581,8381422717.48103,A
0.03624,0,0.0392,0,0.03765,0,5.36651,0.00309,5.13432,0.00064,5.20512,0.00063,0.40931,0.00098,0.43707,0.00133,0.43356,0.00119,21431200.56285,2372292108.67189,20385618.93579,2124499834.83343,21429545.85658,3907506294.82079,A
0.03242,0,0.03317,0,0.04248,0,5.48526,0.00385,5.39459,0.00203,5.23894,0.00155,0.40093,0.00158,0.41185,0.00167,0.43696,0.00133,22458982.46004,1016803484.17884,21491651.71706,914293515.74781,18862564.39323,926246952.12581,A
0.0404,0,0.04539,0,0.04576,0,5.17678,0.00327,4.98406,0.00126,5.00022,0.00155,0.4301,0.00122,0.45369,0.00136,0.4525,0.00129,21869454.94833,780681509.152,19998381.98462,669858048.15815,20771782.20321,883932444.82168,A
