@RELATION polyps

@ATTRIBUTE FILE_ID NUMERIC
@ATTRIBUTE C1ENERGYMEAN REAL
@ATTRIBUTE C1ENERGYVARIANCE REAL
@ATTRIBUTE C2ENERGYMEAN REAL
@ATTRIBUTE C2ENERGYVARIANCE REAL
@ATTRIBUTE C3ENERGYMEAN REAL
@ATTRIBUTE C3ENERGYVARIANCE REAL
@ATTRIBUTE C1ENTROPYMEAN REAL
@ATTRIBUTE C1ENTROPYVARIANCE REAL
@ATTRIBUTE C2ENTROPYMEAN REAL
@ATTRIBUTE C2ENTROPYVARIANCE REAL
@ATTRIBUTE C3ENTROPYMEAN REAL
@ATTRIBUTE C3ENTROPYVARIANCE REAL
@ATTRIBUTE C1CORRELATIONMEAN REAL
@ATTRIBUTE C1CORRELATIONVARIANCE REAL
@ATTRIBUTE C2CORRELATIONMEAN REAL
@ATTRIBUTE C2CORRELATIONVARIANCE REAL
@ATTRIBUTE C3CORRELATIONMEAN REAL
@ATTRIBUTE C3CORRELATIONVARIANCE REAL
@ATTRIBUTE C1DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C1DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C2DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C2DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C3DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C3DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C1INERTIAMEAN REAL
@ATTRIBUTE C1INERTIAVARIANCE REAL
@ATTRIBUTE C2INERTIAMEAN REAL
@ATTRIBUTE C2INERTIAVARIANCE REAL
@ATTRIBUTE C3INERTIAMEAN REAL
@ATTRIBUTE C3INERTIAVARIANCE REAL
@ATTRIBUTE C1CLUSTERSHADEMEAN REAL
@ATTRIBUTE C1CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C2CLUSTERSHADEMEAN REAL
@ATTRIBUTE C2CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C3CLUSTERSHADEMEAN REAL
@ATTRIBUTE C3CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C1CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C1CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C2CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C2CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C3CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C3CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C1HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C1HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE C2HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C2HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE C3HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C3HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE CLASS {0,1}

@DATA
31,0.24020,0.00018,0.01383,0.00000,0.06506,0.00001,3.08549,0.00136,7.24410,0.00164,4.72375,0.01393,0.02416,0.00206,-0.00181,0.00017,0.00964,0.00042,0.64821,0.00366,0.28984,0.00411,0.49177,0.00206,8.63507,3.31909,55.28881,250.61065,20.91431,69.39121,-850.79062,181795.78253,3364.85264,8340902.55642,4574.62586,19082609.96368,165806.85858,11489754956.95882,514376.19556,325063021047.56696,707531.04269,786400688243.86987,18297474.95059,595401730.23308,48061980.23714,10978413908.91156,18607203.16138,1771691475.49115,0
32,0.18881,0.00023,0.01457,0.00000,0.03423,0.00000,3.32958,0.00150,7.20108,0.00094,5.56133,0.01833,0.02928,0.00478,-0.00078,0.00021,0.00368,0.00041,0.60559,0.00520,0.30327,0.00426,0.40220,0.00240,6.09513,1.99991,48.11602,197.30614,28.16356,96.74580,-273.09121,6428.30231,3726.13912,8945787.43542,4187.79972,13931880.11593,57610.26377,732350019.89391,546249.70256,333150095371.92578,644484.56371,584905854779.94434,21170511.96589,797058434.11256,45635980.12515,10122928829.04132,26622193.44489,3614726407.80538,0
33,0.13145,0.00019,0.01289,0.00000,0.01639,0.00001,4.29092,0.00275,7.15657,0.00437,6.67661,0.01210,0.00144,0.00000,-0.00163,0.00017,-0.00032,0.00007,0.53195,0.00531,0.28549,0.00645,0.32943,0.01894,219.39764,776.02936,61.53772,523.73072,121.00616,3396.35479,-51845.18044,506044795.35992,2299.78223,5132865.41490,5011.62643,25860000.93090,11501381.35886,35459706072263.07800,385677.48846,241206251598.75983,1034405.61618,1168800288567.89480,28459776.46511,4417494060.84788,51267160.34854,11429477168.18087,49148711.29113,21665165535.57318,0
34,0.24881,0.00061,0.04423,0.00005,0.05150,0.00000,3.53855,0.00955,6.60831,0.00782,5.03111,0.00548,0.00097,0.00000,0.00074,0.00018,0.00760,0.00032,0.63926,0.00460,0.39195,0.00492,0.46619,0.00465,300.72485,1594.64307,47.10332,193.49264,27.99722,81.99109,-72536.39640,1300544403.04273,4074.35465,11334174.85853,4885.42540,18612324.11944,16774310.06853,92829984177474.37500,631728.50511,485116008300.40308,750734.78932,779552247798.84705,19899680.15779,2363070838.77875,32200234.25769,4786055392.60410,21789315.83256,2521085865.06042,0
35,0.32578,0.00022,0.01092,0.00000,0.01442,0.00000,2.21976,0.00023,7.06988,0.00535,6.78419,0.00037,0.00055,0.00000,-0.00205,0.00002,-0.00167,0.00004,0.67069,0.00225,0.26086,0.00070,0.29935,0.00078,161.01064,79.74224,107.06469,489.06614,93.11656,527.73780,-19485.16928,26647051.32739,595.22503,6794.49679,552.45828,8564.84389,4092428.11907,2037880170025.16850,364486.20984,16944652685.07740,444456.87715,39546985794.64484,15665770.25159,13278404.71876,40904146.06273,461346717.67150,34597182.14624,265658625.67097,0
36,0.31851,0.00018,0.01056,0.00000,0.02234,0.00000,2.19258,0.00016,7.04196,0.00405,6.17285,0.00011,0.00167,0.00000,-0.00016,0.00003,0.00263,0.00006,0.66372,0.00241,0.26207,0.00085,0.35852,0.00082,110.83452,126.58162,84.93417,305.84939,67.39623,334.19350,-15345.50240,16508687.33607,2786.02797,2920823.63668,9756.41898,35134382.45055,2993289.68500,1178991856178.86040,492087.70979,92230874756.71956,1852127.99774,1942361224532.96700,15684654.65480,630790026.49133,38280641.81689,10460818594.20971,26274167.84810,6500904472.95284,0
37,0.27942,0.00046,0.04183,0.00000,0.04089,0.00000,2.60389,0.00383,5.16350,0.00570,5.12872,0.00067,0.00022,0.00000,0.00071,0.00008,0.00371,0.00010,0.63786,0.00464,0.42534,0.00150,0.44349,0.00120,1067.77573,11578.34793,55.35345,151.59775,50.99223,216.83592,-198743.66121,6303995250.89666,2825.70724,4508676.76277,8542.46638,28003304.72247,48447900.58661,522786363030519.12000,477145.15611,127447273284.71823,1580170.95240,1461892857834.79350,16855940.82492,833510707.33703,18897381.25431,2119142286.51102,19858513.91350,3164106249.77406,0
38,0.49573,0.00017,0.10509,0.00000,0.03316,0.00000,1.93437,0.00001,4.12134,0.00165,5.37692,0.00189,0.00053,0.00000,-0.00390,0.00022,-0.00051,0.00021,0.78347,0.00062,0.57541,0.00098,0.41416,0.00178,176.20834,77.89710,32.06580,37.94093,40.70687,115.35020,-22500.18847,27802483.77171,619.26763,130752.99315,1503.03682,1735986.28187,4937390.18360,2576082162570.55660,181223.65128,9426470060.20642,404307.66434,73815961847.83954,13034051.87445,3647664.06527,13490035.37468,184163336.20988,21448333.07964,1103216933.32620,0
39,0.46793,0.00023,0.12604,0.00000,0.05201,0.00000,2.08875,0.00017,4.04976,0.00273,4.87841,0.00156,0.00021,0.00000,-0.00435,0.00037,-0.00027,0.00031,0.76739,0.00080,0.58708,0.00072,0.46930,0.00136,361.19630,334.53086,25.17853,25.69448,33.14320,83.90648,-44742.66895,137586009.94797,446.44404,68847.39334,1303.23183,1009731.06994,9943301.20949,12350640070962.99400,120099.44081,3602466404.34840,293813.46258,59317723822.56493,13444661.26757,46582624.08411,9407473.06250,91344522.47214,18993441.95272,698814818.72262,0
40,0.42533,0.00025,0.04808,0.00000,0.02911,0.00000,2.09440,0.00064,5.22485,0.00402,5.59422,0.00032,0.00010,0.00000,-0.00286,0.00016,-0.00044,0.00015,0.74360,0.00105,0.45499,0.00076,0.40116,0.00109,367.20289,135.72015,38.45564,57.88994,48.83928,169.90384,-41494.50563,75836383.72123,1034.01859,613979.46348,2351.07740,3610929.56169,9204755.69493,6982608455505.86040,220072.71310,20761321911.81285,551011.62748,187794366793.95135,13950749.55357,80671315.97942,17076971.61533,462445118.87297,21871751.17909,1372170651.35261,0
41,0.66453,0.00013,0.02726,0.00000,0.01666,0.00000,1.11103,0.00019,6.13270,0.00533,6.63896,0.00225,0.00280,0.00008,-0.00442,0.00018,-0.00404,0.00024,0.87080,0.00023,0.37282,0.00093,0.31896,0.00090,16.06380,1.13930,34.22842,45.94739,38.32153,96.12547,-1640.83474,63275.50699,143.95984,7958.66400,-9.27180,1002.19440,333755.30349,5405091009.43127,102967.26879,482229486.85814,76063.36732,1768206098.73347,10819619.32263,5979109.95364,26844042.22374,23177051.95481,38889774.34652,64528597.91613,0
42,0.69354,0.00015,0.03373,0.00000,0.00820,0.00000,0.96677,0.00042,5.69455,0.00303,7.29781,0.00258,0.01129,0.00010,-0.00824,0.00071,-0.00133,0.00006,0.88280,0.00020,0.41271,0.00134,0.24792,0.00093,18.27552,3.38282,19.18245,16.95347,71.45405,335.35654,-2726.67669,624671.71166,13.21274,121.75458,13.11333,5299.77516,530794.08751,49106948648.75031,37599.01288,123417187.99185,185100.25321,5393190410.54324,10476145.69546,1570806.05603,24249295.50607,20446990.94365,59952810.88756,411161979.37599,0
43,0.67305,0.00018,0.01976,0.00000,0.00419,0.00000,1.01280,0.00047,6.44280,0.00183,8.07367,0.00254,0.03624,0.00121,-0.00270,0.00027,-0.00022,0.00003,0.87523,0.00025,0.34395,0.00100,0.19260,0.00051,6.27600,0.51687,28.11990,34.98251,91.31009,556.62068,-913.20875,89216.59880,58.76097,1334.95414,-206.13973,151.26013,168072.65954,6164658610.88011,50222.39429,135994775.59249,153670.43934,4548222284.11679,10620374.06556,556277.79670,41773108.97301,1182927.18190,80764734.44127,1444676376.47576,0
44,0.74800,0.00019,0.01891,0.00000,0.01143,0.00000,0.90062,0.00088,6.43722,0.00459,6.93928,0.00431,0.00639,0.00004,-0.00305,0.00012,-0.00643,0.00033,0.90532,0.00023,0.33046,0.00155,0.26665,0.00164,35.87291,20.15524,62.31948,322.86075,46.08847,230.70604,-6635.92836,9123728.02020,230.96005,4327.70198,23.03465,7331.38331,1358942.17234,650310180025.38818,131871.18825,5220849536.36804,132957.66247,8436232782.85239,10085807.71264,10129124.80141,36382686.43551,150450813.60733,45777269.38745,300152135.38559,0
45,0.65582,0.00013,0.01655,0.00000,0.00635,0.00000,1.11039,0.00030,6.52739,0.00301,7.68964,0.00163,0.00197,0.00004,-0.00306,0.00022,-0.00009,0.00005,0.86615,0.00024,0.32609,0.00123,0.22654,0.00076,18.53074,1.01153,36.26849,74.41531,85.71750,660.11361,-1639.56482,32816.75436,135.34168,1095.74870,-139.04947,6100.24035,323077.43836,3355321084.14730,82816.21604,327820613.95235,320062.51490,26987604300.85770,10704091.05938,2365317.69392,33748370.42927,119974038.01319,70422707.07376,1159775952.77227,0
46,0.64517,0.00123,0.06232,0.00004,0.03486,0.00002,1.08185,0.00529,5.01040,0.01829,5.36241,0.01940,0.02299,0.00315,0.00517,0.00189,0.00712,0.00076,0.85980,0.00161,0.46745,0.00326,0.38321,0.00272,4.67894,0.37251,14.58997,22.78317,20.59606,49.70824,-418.54930,14753.77011,1278.67074,678816.49943,3757.14843,6267480.91404,81262.94434,1095768745.04346,137599.14484,11691064936.18033,634475.58582,257568861171.38727,10858327.00709,46583206.13545,13068021.53044,273214503.89222,25002934.97904,1091715581.80369,0
47,0.65560,0.00114,0.05625,0.00002,0.03438,0.00001,1.06854,0.00535,5.05798,0.01532,5.38479,0.01603,0.01938,0.00155,0.00311,0.00184,0.00710,0.00069,0.86455,0.00148,0.45446,0.00390,0.38631,0.00314,7.06622,1.07285,15.27148,26.98166,21.58713,53.69808,-757.47680,35876.19029,1256.20649,761395.08489,3965.52605,6675359.63716,157116.51569,2939029741.54417,133537.35834,13326220341.23937,685256.85676,295811293968.92029,10789655.93948,47477631.11515,11801416.03199,261060054.87663,25070300.61817,1139205690.04900,0
48,0.74910,0.00001,0.00942,0.00000,0.00443,0.00000,0.91679,0.00006,7.25516,0.00208,7.94394,0.00224,0.13331,0.00881,-0.00174,0.00009,-0.00048,0.00002,0.90639,0.00007,0.26241,0.00077,0.18904,0.00056,1.87486,0.03861,61.63344,253.69757,114.07444,922.67332,-212.21101,4008.82186,153.93806,3924.67877,523.65512,69005.69335,33846.48323,273403668.36801,111536.89136,4607442919.13172,436410.38689,28317796713.84972,9989157.64004,599225.90660,37575006.71267,1844611389.76860,59119100.69255,6675617674.62945,0
49,0.31076,0.00029,0.04109,0.00002,0.04551,0.00001,2.22325,0.00077,5.30424,0.03520,5.09625,0.01960,0.00142,0.00000,0.00853,0.00019,0.00197,0.00001,0.66945,0.00391,0.40524,0.00387,0.42938,0.00226,191.35200,408.47521,31.33035,95.00106,140.87486,2814.44520,-40645.59438,226773644.46046,4298.55471,6806213.64145,46648.48609,1351760447.63994,9350068.82242,18007879893364.32000,464718.97042,107714613399.59442,8563609.47885,75151781187068.03100,15640031.77166,4917476502.82567,11942023.91007,8131169669.03734,22926314.91314,66024579862.41299,0
50,0.47565,0.00064,0.02734,0.00002,0.04059,0.00002,1.62240,0.00145,6.03384,0.04018,5.47528,0.02265,0.00684,0.00002,0.00443,0.00020,0.00516,0.00005,0.77983,0.00203,0.34905,0.00204,0.40720,0.00153,46.03963,24.40614,39.00191,149.31439,56.14302,333.18448,-10565.83675,13016016.29905,5612.07366,13114750.35389,17080.22352,118279268.36960,2293184.48828,943447912683.33057,749331.29975,361921886341.31641,3167044.57573,6250383226389.81250,12806768.94818,355563331.19513,20411058.47021,5641123567.75403,22011800.22281,8552208536.27481,0
51,0.50763,0.00062,0.03292,0.00002,0.04516,0.00003,1.50732,0.00131,5.73312,0.04699,5.15956,0.02949,0.00347,0.00001,0.00607,0.00021,0.00470,0.00004,0.79816,0.00167,0.37424,0.00223,0.41946,0.00212,92.46999,116.86698,34.82332,122.98047,64.20379,445.70112,-23422.96983,85243397.42278,5629.20995,13052094.16588,22402.07682,203980460.96560,5259043.02369,6497323594370.43850,731032.55756,339306249492.23364,4391654.08981,12039421690121.13100,12325646.07866,305369250.76013,18365153.90874,4722189385.72470,22526630.94476,9592576508.69772,0
52,0.46150,0.00048,0.04270,0.00006,0.03617,0.00001,1.59822,0.00094,5.26244,0.06428,5.46700,0.01822,0.00707,0.00002,0.00660,0.00016,0.00373,0.00003,0.77040,0.00172,0.39977,0.00240,0.39576,0.00171,45.57886,33.29514,37.08483,144.65885,79.57902,680.47236,-11015.24610,17820755.94261,7793.05106,26141579.79200,28275.55789,324398064.72925,2321598.47795,1297188736414.36820,1151580.98002,887581434422.04651,5699610.72500,20272101931382.19900,12866328.66011,276228487.09135,16007597.61476,3971261158.13245,25288742.15896,14814956036.55565,0
53,0.69182,0.00032,0.04576,0.00000,0.05700,0.00001,1.09317,0.00100,5.66857,0.00603,4.86299,0.00943,0.00494,0.00005,-0.00463,0.00005,-0.01774,0.00084,0.88166,0.00044,0.41777,0.00136,0.47044,0.00180,25.65480,4.09456,61.02716,98.46141,23.28443,32.29602,-3193.27480,604856.22986,52.34211,5791.14785,41.83576,586.98910,665471.52866,50060856272.21401,295556.07883,1643262441.74086,48977.21106,341146971.84570,10660906.54911,245680.46472,25803440.51299,21056830.86383,20673210.21472,2966169.90449,0
54,0.66974,0.00020,0.07798,0.00000,0.04185,0.00001,1.16345,0.00068,4.62459,0.00300,5.34043,0.00812,0.00194,0.00004,-0.00565,0.00006,-0.00831,0.00029,0.87079,0.00029,0.50826,0.00142,0.42646,0.00132,28.26288,6.40608,46.99443,43.30889,41.66507,123.83804,-2704.27632,203389.20892,-238.35999,1006.62196,18.14399,3756.26069,531117.39173,17751295053.93734,219617.81564,724917119.18071,68431.51167,1650102973.37482,10870020.09857,65182.32290,17948481.80979,5043280.51369,26724061.26180,14242227.64455,0
55,0.54824,0.00061,0.03310,0.00000,0.02874,0.00001,1.49718,0.00153,5.67319,0.00681,5.84590,0.01194,0.00357,0.00001,0.00010,0.00004,0.00225,0.00013,0.81136,0.00137,0.38582,0.00164,0.36532,0.00106,77.21667,109.94656,84.20622,477.23414,49.31968,262.49424,-15563.98273,37881863.52705,2952.23874,5422107.12414,7382.00951,44392070.69135,3043326.20442,2467751281828.70700,1151235.98083,518412023581.81769,1221090.79481,2037282534140.80810,11938408.24179,655089148.62610,27188690.41342,6781199125.92229,25853406.73804,7733617253.85553,0
56,0.65956,0.00034,0.06582,0.00000,0.03328,0.00001,1.13988,0.00121,4.95530,0.00622,5.68548,0.01154,0.00342,0.00002,-0.00713,0.00013,-0.01429,0.00077,0.86682,0.00050,0.48261,0.00165,0.39835,0.00165,39.47715,11.12800,36.77922,38.72927,25.94867,48.32214,-5092.14814,1496633.40992,-158.65096,2830.70069,20.10438,1201.84701,1066097.62075,122863782898.16870,184636.41931,2059093092.21897,42260.94784,625872301.73353,10937538.32481,759666.12394,19650019.10927,919499.26615,30134473.25268,383254.85682,0
57,0.72882,0.00016,0.02616,0.00000,0.00807,0.00000,0.93240,0.00067,5.93111,0.00097,7.56254,0.00025,0.00139,0.00001,-0.00862,0.00018,-0.00939,0.00017,0.89695,0.00020,0.35409,0.00185,0.21726,0.00172,41.86624,1.96321,54.21265,184.71817,69.86839,403.20109,-5062.61677,669551.41483,182.30092,93.17036,88.51217,3909.08307,1115570.17809,70896621812.05541,72757.44682,1320549674.08296,58864.01241,2631636766.09607,10220132.09026,176905.31451,25375020.78903,278591820.01194,78294504.56886,1349657634.12117,0
58,0.56846,0.00122,0.07415,0.00001,0.02611,0.00000,1.24713,0.00365,4.47708,0.00395,5.80154,0.01026,0.02755,0.00162,0.00431,0.00221,0.00027,0.00045,0.81988,0.00214,0.49624,0.00414,0.34940,0.00310,7.16764,1.41948,11.25487,26.21590,27.12827,136.05690,-1200.26884,558036.39055,1582.18606,3003168.87700,4968.42590,30038409.52842,234456.78700,37160428889.02494,191742.47281,67799146957.18863,880929.05916,1449977329524.11380,11525110.71932,68520350.72965,15160785.52562,568016743.15029,29264308.48140,3765385776.82928,0
59,0.72011,0.00016,0.02775,0.00000,0.00847,0.00000,0.94758,0.00049,5.89763,0.00792,7.48053,0.00373,0.00046,0.00000,-0.01439,0.00045,-0.01034,0.00023,0.89310,0.00020,0.36172,0.00205,0.20959,0.00142,61.32655,2.34087,39.06108,114.25379,63.03774,354.17121,-7045.37639,1948563.45226,100.29190,66.14095,58.31024,1551.70267,1555618.46350,184546266575.63599,30295.69082,348661864.60226,48294.02910,2342480814.59903,10260210.36216,441371.99540,20507824.86693,108235706.87847,53411998.42653,1037590839.78032,0
60,0.69667,0.00019,0.02464,0.00000,0.01747,0.00000,1.24362,0.00105,6.53254,0.00146,6.54080,0.00297,0.00038,0.00000,-0.00388,0.00006,-0.01212,0.00035,0.88327,0.00029,0.34723,0.00199,0.29654,0.00158,205.10470,95.51082,91.82983,587.04142,46.18054,176.09043,-26884.66335,72917477.81431,529.19077,8202.17685,211.21786,7277.12543,5946025.62327,6037578170230.06930,160285.37709,5970634761.35513,63138.84499,2105300377.55715,10618524.59440,2457607.99751,34278476.10151,305415245.44133,41117263.30687,58523510.06503,0
61,0.76995,0.00103,0.13422,0.00004,0.04995,0.00002,0.74095,0.00571,3.63143,0.00348,4.78254,0.00930,0.10490,0.00524,0.02179,0.00387,0.00851,0.00033,0.91326,0.00100,0.60468,0.00317,0.44292,0.00395,3.07102,0.28631,8.51269,7.71928,25.47981,87.35287,-624.88130,97963.82319,912.61725,340115.18253,6652.94713,26074317.68167,122950.60500,6828492582.07506,86656.49067,4550317209.29699,1238447.06157,1469145446469.48830,9851807.93175,39109652.00287,7747632.50815,78512642.72764,20935699.12025,1120814171.75857,0
62,0.54994,0.00113,0.10555,0.00002,0.08351,0.00003,1.61944,0.00532,4.46894,0.00700,4.45517,0.01534,0.00086,0.00000,0.00331,0.00082,0.00386,0.00025,0.81358,0.00233,0.54574,0.00419,0.51471,0.00305,280.66215,2066.84292,18.09162,63.09754,28.08716,174.33993,-65498.31676,1640516208.58357,2429.13288,6888241.01670,7078.56175,60444566.14214,14038795.05336,113262550195079.73000,292267.60077,150413511695.81680,1288867.56064,3082025786545.11520,11922575.18191,873825259.09535,14551743.79350,1769166721.31324,16755303.02651,3425591706.81253,0
63,0.54288,0.00119,0.04895,0.00001,0.04719,0.00002,1.41883,0.00449,5.29084,0.01390,5.14169,0.02336,0.00340,0.00001,0.00173,0.00017,0.00252,0.00023,0.81053,0.00228,0.43462,0.00495,0.42539,0.00530,70.20515,84.94829,37.92671,300.48521,31.86779,212.24707,-14708.51074,58406326.34964,8363.89627,85322657.89794,7909.45149,75902117.23897,3065553.48363,3944582101322.59860,1451309.76252,3944677283080.01950,1523737.28976,4334417177398.29440,11914976.62660,307439096.74929,23160183.93711,7463502910.36635,23066114.20121,6345414181.33222,0
64,0.95015,0.00001,0.04474,0.00001,0.01671,0.00000,0.20139,0.00009,5.42998,0.01020,6.55785,0.00643,0.01450,0.00122,-0.03478,0.00358,-0.02376,0.00153,0.98245,0.00001,0.42763,0.00240,0.27726,0.00224,5.70563,0.19292,13.37476,13.90541,22.33432,43.11041,-758.61237,80865.02050,6.52479,17.38974,1.76283,0.76331,158580.51064,6217412175.26496,4637.37046,6186114.56498,8229.71030,61566480.01851,8765075.86862,34968.19627,20204145.45251,186263.66229,40996073.93850,66800935.80391,0
65,0.97399,0.00000,0.09909,0.00001,0.02659,0.00000,0.11617,0.00003,4.35300,0.00531,5.81507,0.00385,0.00317,0.00161,-0.08666,0.02580,-0.04447,0.00581,0.99088,0.00000,0.54544,0.00254,0.34821,0.00271,2.34710,0.01168,4.86859,1.83531,11.63188,12.15899,-258.85850,1257.52532,1.47653,0.85213,4.97868,2.90896,56820.18957,168435184.12610,2826.27792,7425608.61648,4219.47021,15294913.09397,8640868.91400,9494.00840,14987031.45138,3101087.46772,29438796.49019,10295373.52378,0
66,0.95671,0.00001,0.07112,0.00001,0.03322,0.00001,0.18519,0.00007,4.65504,0.00683,5.51775,0.00941,0.00093,0.00034,-0.03859,0.00449,-0.05267,0.00759,0.98469,0.00001,0.50646,0.00275,0.38283,0.00249,7.06114,0.14338,11.49738,9.73667,10.11060,8.89623,-776.35473,21005.94145,20.91987,10.31744,3.63851,4.87013,167085.58845,2087994234.85892,7173.74279,15880836.82712,3747.03280,13704714.79979,8741801.75624,38431.64100,12324625.06883,695857.90210,25998441.61273,8958133.44128,0
67,0.89429,0.00003,0.00919,0.00000,0.01149,0.00000,0.42054,0.00016,7.50824,0.00006,7.06952,0.00094,0.00954,0.00029,-0.00017,0.00001,-0.00150,0.00037,0.96282,0.00002,0.23335,0.00105,0.27606,0.00109,5.53197,0.07900,161.47116,1569.11833,27.74129,50.38510,-596.05099,5373.92143,790.44778,5546.91768,107.75644,414.71849,125091.93258,673430058.18566,473622.73636,30392427050.24138,36930.62560,198210044.57643,9094459.31468,74492.23952,57875616.27380,2511662623.22820,56824529.68548,152883265.02462,0
68,0.80108,0.00090,0.00920,0.00000,0.03076,0.00000,0.71284,0.00696,7.39562,0.00358,5.65367,0.00510,0.00313,0.00000,-0.00212,0.00020,0.00478,0.00052,0.92568,0.00097,0.26299,0.00488,0.39646,0.00437,99.89287,848.74410,55.11304,490.99967,21.01157,98.73753,-38729.67825,862109188.36969,3778.94830,17096452.20288,4872.85862,28845200.62359,8286850.25797,56783931164166.07800,656974.30978,789790221814.83105,892306.42408,1487118140445.41990,9632951.36744,296365397.81399,56560554.00538,14341096420.98749,27292779.89147,2398529044.96024,0
69,0.70677,0.00051,0.05454,0.00001,0.04749,0.00002,1.13975,0.00395,5.10793,0.00766,5.01000,0.01096,0.00044,0.00000,0.00127,0.00026,0.00416,0.00024,0.88383,0.00088,0.45615,0.00310,0.43922,0.00330,555.50201,9138.13935,34.57480,210.91496,27.87969,199.76232,-133063.33149,6902405175.55414,4907.54602,28528390.92964,7719.93722,73550013.89638,29062437.26066,469252027167734.75000,727437.84830,950913863473.69458,1413252.64934,3775541780792.96440,10253464.62755,2222416151.29909,19103838.71488,3848959732.32178,21650411.46368,4910262380.20757,0
70,0.85594,0.00007,0.11162,0.00000,0.04270,0.00001,0.53279,0.00032,4.21831,0.00261,5.23965,0.00646,-0.00482,0.00004,0.00586,0.00237,0.00533,0.00050,0.94876,0.00007,0.57668,0.00174,0.42899,0.00314,14.25324,0.27275,10.81067,13.80948,20.27402,76.26391,-1313.57426,23366.21280,1052.98225,1286893.00236,5079.13913,31485621.04841,297899.63863,2758953829.65123,124262.17336,26500996150.06155,968897.51888,1754360594230.36890,9313314.11723,24608994.22571,13500175.23527,227555788.08911,23210706.88430,1574007578.86880,0
71,0.89475,0.00004,0.33822,0.00002,0.07806,0.00001,0.39856,0.00018,2.60442,0.00206,4.63365,0.00500,0.00241,0.00005,0.01697,0.00550,0.00579,0.00060,0.96309,0.00003,0.76191,0.00053,0.51857,0.00219,7.33664,0.05676,5.79235,2.59031,18.56695,65.46725,-755.23257,8204.42812,468.50382,256570.00015,4607.71637,25832583.72585,165015.06738,206245356.67820,58553.21428,3153680514.54686,861375.64634,1366185155492.23290,9075513.66483,23172683.38779,7345564.04393,48173231.21811,17188125.84572,741759271.09513,0
72,0.90014,0.00003,0.02755,0.00000,0.01385,0.00000,0.38602,0.00012,6.06015,0.01508,6.62603,0.01110,0.04556,0.01241,-0.01852,0.00075,-0.01445,0.00044,0.96462,0.00002,0.36071,0.00235,0.26086,0.00199,1.82203,0.02818,36.90588,134.43049,50.97672,269.74196,-174.93873,2502.87581,61.89444,279.46680,54.81339,4310.42463,35487.02751,186791579.98205,20902.90373,231326478.21066,56879.75637,2832668491.14833,9059945.08561,4483.14750,36530052.96848,42646084.12144,50856965.15343,432186744.35429,0
73,0.44327,0.00020,0.00828,0.00000,0.01657,0.00000,1.77693,0.00013,7.06594,0.00484,6.33839,0.00339,0.01512,0.00026,0.00123,0.00002,0.00239,0.00005,0.75950,0.00109,0.24109,0.00069,0.31597,0.00103,10.60927,1.06940,113.65288,1065.98444,70.24435,391.76023,-1241.62505,44172.26653,15061.57395,88522211.05985,7296.58296,25316631.24683,223220.01681,3540315651.39636,2792206.73741,4696715310515.70900,1111391.02821,937033206888.27417,13252923.55058,369656948.89866,51700643.99476,45849047364.77464,35601388.63524,12745494856.63611,0
74,0.39986,0.00019,0.02239,0.00000,0.01617,0.00000,2.11701,0.00005,6.15300,0.00090,6.44106,0.00315,0.00134,0.00000,0.00053,0.00006,0.00090,0.00004,0.72633,0.00114,0.33888,0.00128,0.31135,0.00146,112.18673,95.21881,84.07160,766.63709,90.26457,728.83043,-16750.65143,45178902.79222,12329.73603,77083741.88317,11382.74985,90535492.28471,3498461.74285,3438008014564.95260,2138245.33971,3588126941748.96830,2259046.81355,5797010394689.72560,14336351.28880,867604434.91180,31948867.66881,18681027079.40315,39976139.39883,24671260633.25606,0
