@RELATION polyps

@ATTRIBUTE FILE_ID NUMERIC
@ATTRIBUTE C1ENERGYMEAN REAL
@ATTRIBUTE C1ENERGYVARIANCE REAL
@ATTRIBUTE C2ENERGYMEAN REAL
@ATTRIBUTE C2ENERGYVARIANCE REAL
@ATTRIBUTE C3ENERGYMEAN REAL
@ATTRIBUTE C3ENERGYVARIANCE REAL
@ATTRIBUTE C1ENTROPYMEAN REAL
@ATTRIBUTE C1ENTROPYVARIANCE REAL
@ATTRIBUTE C2ENTROPYMEAN REAL
@ATTRIBUTE C2ENTROPYVARIANCE REAL
@ATTRIBUTE C3ENTROPYMEAN REAL
@ATTRIBUTE C3ENTROPYVARIANCE REAL
@ATTRIBUTE C1CORRELATIONMEAN REAL
@ATTRIBUTE C1CORRELATIONVARIANCE REAL
@ATTRIBUTE C2CORRELATIONMEAN REAL
@ATTRIBUTE C2CORRELATIONVARIANCE REAL
@ATTRIBUTE C3CORRELATIONMEAN REAL
@ATTRIBUTE C3CORRELATIONVARIANCE REAL
@ATTRIBUTE C1DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C1DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C2DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C2DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C3DIFFERENCEMOMENTMEAN REAL
@ATTRIBUTE C3DIFFERENCEMOMENTVARIANCE REAL
@ATTRIBUTE C1INERTIAMEAN REAL
@ATTRIBUTE C1INERTIAVARIANCE REAL
@ATTRIBUTE C2INERTIAMEAN REAL
@ATTRIBUTE C2INERTIAVARIANCE REAL
@ATTRIBUTE C3INERTIAMEAN REAL
@ATTRIBUTE C3INERTIAVARIANCE REAL
@ATTRIBUTE C1CLUSTERSHADEMEAN REAL
@ATTRIBUTE C1CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C2CLUSTERSHADEMEAN REAL
@ATTRIBUTE C2CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C3CLUSTERSHADEMEAN REAL
@ATTRIBUTE C3CLUSTERSHADEVARIANCE REAL
@ATTRIBUTE C1CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C1CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C2CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C2CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C3CLUSTERPROMINENCEMEAN REAL
@ATTRIBUTE C3CLUSTERPROMINENCEVARIANCE REAL
@ATTRIBUTE C1HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C1HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE C2HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C2HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE C3HARALICKCORRELATIONMEAN REAL
@ATTRIBUTE C3HARALICKCORRELATIONVARIANCE REAL
@ATTRIBUTE CLASS {0,1}

@DATA
119,0.80124,0.00009,0.01461,0.00000,0.02165,0.00000,0.71003,0.00036,7.09637,0.00118,6.24009,0.00572,0.00451,0.00004,-0.00215,0.00006,-0.01094,0.00081,0.92745,0.00009,0.29691,0.00127,0.34048,0.00119,18.31684,0.64715,72.29571,305.20551,24.02110,42.53903,-2301.45989,201168.78191,308.47376,149.24204,115.32503,825.65716,488907.36650,19405923780.84981,103089.63154,1473698389.98732,30965.47454,210188246.51602,9682123.91589,286070.68118,29390372.45687,184027358.25772,33527578.48095,80863793.90055,0
120,0.63025,0.00122,0.09483,0.00001,0.05437,0.00002,1.26416,0.00690,4.34019,0.00698,4.76793,0.01336,0.00112,0.00000,0.00070,0.00130,0.00420,0.00012,0.85281,0.00186,0.53528,0.00376,0.45844,0.00347,243.42167,1094.26214,16.10611,37.55000,34.84073,337.05731,-62268.39076,1147975260.09838,1408.73798,2266860.07999,11891.17761,172336979.15715,14231834.31394,80433315557819.34400,153761.69244,38951584530.03619,2330439.96982,10173834966987.34800,10994500.72572,318251180.02681,13043646.39884,1052284313.31583,20160267.50543,5735972610.66074,0
121,0.85493,0.00005,0.06312,0.00000,0.00425,0.00000,0.50520,0.00026,4.68668,0.00167,8.21052,0.00080,0.00555,0.00003,-0.01215,0.00095,-0.00216,0.00007,0.94715,0.00005,0.50000,0.00215,0.17213,0.00082,29.05483,4.68360,15.04834,8.84941,84.94683,697.12452,-4377.16539,1049367.95641,-22.67106,731.38630,5.29394,198.03739,972090.33236,96783386884.52922,83399.91692,893664708.28779,66739.87192,4993994177.30700,9319847.24175,462168.42023,18524032.69672,8293816.95924,87724831.86096,3452776391.62498,0
122,0.68010,0.00082,0.08824,0.00001,0.05097,0.00002,1.01320,0.00324,4.48301,0.00804,4.97385,0.01722,0.00468,0.00001,-0.00324,0.00033,0.00701,0.00066,0.87402,0.00105,0.52642,0.00213,0.45328,0.00156,63.53925,55.45710,39.11184,153.10200,17.06480,59.18506,-13646.23628,22466713.34002,-45.30546,5061.01348,5234.23301,33243380.24004,2772036.10354,1484605602546.00760,579214.74605,138448020373.31537,1116991.06454,2329819867768.01460,10546800.69789,69486750.38039,15981427.66398,188188851.40736,20214983.60080,736017823.81641,0
123,0.16879,0.00006,0.00814,0.00000,0.04641,0.00002,3.37860,0.00112,7.36526,0.00628,5.24090,0.02239,0.00078,0.00000,0.00134,0.00009,0.00440,0.00032,0.54822,0.00410,0.25650,0.00447,0.45287,0.01122,334.15285,1898.18156,66.07397,433.65167,28.68596,90.24249,-64922.68230,753290026.38756,2807.62803,9262392.86351,4775.81516,27310000.27173,13627668.03866,51918581689131.68700,427340.46629,272586040637.40628,815113.74130,1209583048276.93360,22398676.77099,2202534261.27048,42059220.34098,11961846325.53000,23320790.24911,3690828453.74623,0
124,0.68753,0.00083,0.07139,0.00001,0.06077,0.00003,1.15281,0.00516,4.73834,0.00761,4.74392,0.02043,0.00099,0.00000,-0.00707,0.00113,0.00205,0.00081,0.87592,0.00132,0.49638,0.00375,0.46327,0.00336,248.80526,2894.79926,22.90216,73.70240,18.72671,76.95143,-67918.84154,2495199973.51464,1281.88905,1857282.80242,3655.53612,16196973.18958,13891609.58458,164664581365975.00000,150759.64946,39409962930.58315,577319.42337,621304270277.16833,10453922.31872,1007726107.19248,18197445.61543,1007366103.32436,19323591.72935,1448652282.60103,1
125,0.70511,0.00098,0.05498,0.00002,0.04526,0.00003,0.97405,0.00490,4.99102,0.01509,5.12131,0.03113,0.00252,0.00001,-0.00615,0.00109,0.00115,0.00042,0.88538,0.00121,0.45158,0.00262,0.41738,0.00220,106.05707,439.11565,22.20332,68.36925,26.45043,138.01928,-28924.64863,391885954.13363,1739.63545,3461766.49284,5747.28355,40102004.16507,5921137.64008,26102181965940.28100,227747.20921,91240568184.17583,1051827.53704,2062195590766.80830,10314722.84491,248112702.52508,19768192.98680,1308481282.27005,22557890.87907,2619029161.13864,1
126,0.59067,0.00030,0.03123,0.00000,0.01658,0.00000,1.62112,0.00162,6.04124,0.00150,6.53304,0.00151,0.00030,0.00000,-0.00089,0.00000,0.00159,0.00014,0.83202,0.00062,0.38992,0.00107,0.33210,0.00096,401.73888,393.52359,96.80415,28.59373,34.08865,38.80073,-55788.61764,173390552.67206,704.80936,36344.24810,1399.04908,2038198.99817,12409658.71512,15282869951001.06600,688165.05022,1017268565.00332,208788.28458,45533050476.55629,11695301.94504,81491663.13659,30425022.45453,930750165.18206,39511760.77895,2590143058.84180,0
127,0.64324,0.00020,0.01890,0.00000,0.01476,0.00000,1.19567,0.00058,6.53124,0.00950,6.81300,0.01072,0.00132,0.00000,-0.00558,0.00012,-0.01011,0.00026,0.86106,0.00032,0.31411,0.00114,0.28003,0.00084,81.37911,5.90114,68.85054,371.98001,54.52408,252.49514,-11046.25329,6353285.43860,348.08313,7490.03221,137.46462,7464.78029,2432136.72020,535409242558.38477,114935.90089,3917035568.21961,85689.74421,3222530294.19907,10929138.33458,228670.39763,49370104.49754,102816911.36773,38298509.35015,205532866.34909,1
128,0.28518,0.00017,0.02676,0.00000,0.02153,0.00000,2.88792,0.00063,6.03513,0.00723,6.00634,0.00056,0.00027,0.00000,-0.00459,0.00006,-0.00277,0.00008,0.64798,0.00164,0.36373,0.00080,0.35411,0.00092,315.20795,303.37023,58.28522,115.24650,64.25461,253.14253,-38725.03003,100195751.26764,322.09787,915.28278,556.72184,1111.58741,8340872.18450,8478681546081.98440,220300.73139,5450144543.88423,327530.15013,25488726581.04360,17653647.94298,23472042.64777,27904418.24250,109873967.47664,27106098.56322,175381582.27142,1
129,0.28117,0.00008,0.06319,0.00000,0.04055,0.00000,3.32553,0.00004,5.16682,0.00681,5.35795,0.00019,0.00009,0.00000,-0.00413,0.00010,-0.00077,0.00010,0.63944,0.00114,0.47572,0.00085,0.42264,0.00112,668.06426,622.40749,45.48758,62.19471,59.27522,240.97497,-75795.61161,307963663.77351,762.72276,71085.18037,2363.25442,4288778.29584,17122296.70441,28551971874783.32800,252178.93748,9079892373.30952,492233.15706,225719722710.60925,18937849.56793,320177734.12174,17088082.40828,300019802.47451,22982821.72736,1497494701.51829,0
130,0.45780,0.00178,0.02092,0.00000,0.05978,0.00001,1.85965,0.00898,6.50274,0.00424,4.59715,0.00864,0.00042,0.00000,-0.00526,0.00070,0.01000,0.00122,0.75342,0.00489,0.34031,0.00375,0.47963,0.00276,589.88552,10012.95026,27.19503,84.95871,12.38286,32.71257,-137730.62286,7139723273.61196,2250.42828,6131383.03018,3279.19250,12984624.50875,29209187.15703,478025339446903.00000,413291.69677,317232135864.65234,608221.38836,688265802977.21509,12743954.86880,2441688013.25968,36033744.66224,1627638452.20376,18636344.26618,525865569.12945,0
131,0.51056,0.00147,0.05430,0.00001,0.06164,0.00003,1.56794,0.00614,4.94680,0.00794,4.56621,0.01338,0.00078,0.00000,0.00000,0.00371,0.00939,0.00100,0.78605,0.00327,0.46448,0.00279,0.47642,0.00216,320.00278,2700.17566,9.62155,12.39403,13.54985,36.67899,-74856.65798,1960349123.98807,990.99950,1135286.55445,3734.22805,16858872.23486,15618822.97746,134835032221447.34000,127193.30300,27967892106.29944,712159.47221,944578621146.45178,12071731.61304,629141561.55052,19258300.63333,258162587.31826,18433059.63201,502604409.86486,0
132,0.48329,0.00170,0.02720,0.00000,0.05873,0.00003,1.85577,0.00974,6.19885,0.00331,4.63789,0.01331,0.00035,0.00000,-0.00947,0.00106,0.00861,0.00206,0.76935,0.00434,0.35981,0.00399,0.46508,0.00296,719.78617,16848.78563,23.64410,58.94657,10.56998,19.85913,-172555.41177,11472847995.25653,1108.30220,1472484.54935,2080.23874,5209820.21913,36750758.78212,755612871693396.25000,152703.64533,42203796700.06174,339061.98785,213371121413.16187,12382307.30704,4168653921.11468,31097997.67459,789240995.20250,18936310.24216,373275092.82321,0
133,0.66710,0.00023,0.04053,0.00001,0.02283,0.00001,1.11681,0.00064,5.61024,0.01235,6.17251,0.01376,0.00214,0.00004,-0.00598,0.00050,-0.00306,0.00018,0.87273,0.00036,0.41231,0.00173,0.33174,0.00158,20.87505,0.35546,34.22677,109.70954,57.15005,340.69503,-2417.39995,437762.75271,1363.99303,1825173.18025,4017.32836,18868792.02244,537268.62914,36291867221.49426,184265.13235,48720356520.60563,754342.09427,1005485231638.85330,10730810.83657,91395377.97873,25970162.88213,2337824791.46497,35207382.80336,6647634127.49171,0
134,0.45582,0.00050,0.01325,0.00000,0.00721,0.00000,1.97055,0.00223,6.82718,0.00148,7.81349,0.01684,0.00029,0.00000,-0.00461,0.00004,-0.00414,0.00004,0.75759,0.00159,0.25943,0.00274,0.23478,0.00226,688.62336,4410.17385,173.98050,3019.43384,117.84576,966.41836,-121860.02392,2276899046.93110,-373.66669,34390.22424,-45.38574,296.02470,26717794.48055,168487982498124.19000,550256.22105,375809553010.53625,198392.76690,43652238096.52901,12980459.10431,989226638.70830,48321069.94116,7953349374.56886,75427159.61590,7214170453.01803,0
135,0.31301,0.00028,0.02316,0.00000,0.05823,0.00000,2.56101,0.00125,6.09374,0.00109,4.73601,0.00203,0.00070,0.00000,0.00297,0.00013,0.00623,0.00032,0.67186,0.00239,0.35926,0.00200,0.49206,0.00201,301.84690,891.18013,48.17753,238.12475,28.43932,114.09655,-57303.09117,579661629.45098,6943.41846,22194108.52888,5452.72041,18656737.89496,12833159.66855,43034457509362.11700,1109650.92277,852642906558.28979,892677.03653,853898220022.94824,16099372.39661,476914605.52334,23055295.10006,5024676195.69633,13814319.19971,1357286409.66815,0
136,0.32470,0.00030,0.01290,0.00000,0.01506,0.00000,2.46690,0.00067,6.78793,0.00025,6.65273,0.00086,0.00061,0.00000,-0.00622,0.00008,-0.00536,0.00005,0.67434,0.00239,0.27867,0.00221,0.29622,0.00172,333.49397,799.21568,97.83058,752.48790,136.52148,1708.68541,-60177.38047,420215978.85976,29.48472,2923.39963,342.19316,4365.40960,13468233.68566,32313400463236.37100,129104.81082,11757898359.29687,510813.60374,313509445840.97888,15782689.16012,169815575.04818,45223170.89723,1890021180.21773,43565197.68785,3749601649.54739,0
137,0.63169,0.00038,0.04842,0.00000,0.01347,0.00000,1.22275,0.00076,5.50954,0.01026,7.18615,0.01303,0.00386,0.00003,-0.00647,0.00014,-0.00701,0.00018,0.85418,0.00061,0.43154,0.00149,0.27070,0.00082,33.82474,9.72672,37.98402,49.02066,57.08905,259.12141,-4270.26483,1007076.82056,-147.66178,972.07493,-6.92735,5002.34045,880202.33271,81463594582.72824,167845.73568,2120268243.16520,96367.11832,4318566324.06246,11175773.73014,318346.37169,23845608.72265,3896358.66839,45364767.05185,97065902.62744,0
138,0.32144,0.00047,0.02786,0.00000,0.01229,0.00000,2.37829,0.00218,5.97286,0.00270,6.77069,0.00624,0.00167,0.00000,-0.00028,0.00001,-0.00160,0.00002,0.67069,0.00349,0.36432,0.00182,0.27160,0.00127,141.57535,240.06000,138.30644,614.60946,171.16991,2335.59393,-25070.91747,85930370.41481,3622.56471,8218117.02431,2426.52046,3305079.33374,5033748.89516,5978784940104.90620,1381152.25739,471368990144.41541,1498974.05611,1644325955604.06250,15870411.48566,412371940.92792,32429914.17609,7323261152.91368,47939237.68128,18938660232.35291,1
139,0.37966,0.00061,0.03761,0.00000,0.03141,0.00000,2.12574,0.00360,5.64842,0.00222,5.73267,0.00636,0.00129,0.00000,-0.00010,0.00001,-0.00390,0.00013,0.71482,0.00278,0.40593,0.00175,0.39371,0.00176,177.70258,398.62449,112.60117,328.07341,73.59836,450.68280,-32701.25129,171623052.11735,3478.58798,8927899.59251,1778.96394,2448599.40366,6668637.49072,11802152636798.77700,1205212.79841,336146596053.17810,604793.69667,286688041148.38074,14596194.16709,469954978.12132,27423289.90893,4666352334.15854,30544961.66164,3513082110.33770,1
140,0.31414,0.00055,0.03068,0.00000,0.02736,0.00000,2.59412,0.00326,5.99449,0.00320,6.05076,0.00754,0.00101,0.00000,-0.00055,0.00001,-0.00208,0.00006,0.66808,0.00378,0.37161,0.00198,0.35573,0.00134,248.26530,1173.65982,132.32202,645.07891,105.29194,1017.72031,-49301.43097,582017260.75327,3382.30071,6417468.54791,3574.57493,10729377.45074,10173305.32805,39017887111739.91400,1293759.68722,444487392984.60962,1364102.52253,1365944751273.09620,16397122.27704,995426830.53570,31579209.82172,5678602218.07738,29458385.46162,4032413828.45042,1
141,0.60972,0.00140,0.10406,0.00004,0.05428,0.00001,1.30206,0.00790,4.25388,0.00245,4.86425,0.00351,0.00154,0.00000,-0.00033,0.00006,0.00360,0.00120,0.84090,0.00214,0.56325,0.00352,0.47709,0.00259,149.55793,681.14770,42.54782,32.96510,17.03721,25.17448,-32477.69060,429029937.21504,658.02915,332723.83999,1373.06161,1027870.70463,6931016.36421,30178714750450.57000,383781.17947,12960377599.46026,187387.16862,30340602335.94763,11322615.92773,402471580.33344,14946720.37401,302286863.01560,21475066.30748,296736035.84325,0
142,0.64175,0.00143,0.11015,0.00005,0.05931,0.00001,1.17457,0.00752,4.10905,0.00276,4.81461,0.00319,0.00297,0.00001,-0.00051,0.00005,0.00363,0.00101,0.85701,0.00199,0.57487,0.00367,0.48870,0.00257,80.76046,268.59194,45.51452,39.13121,18.18900,29.10143,-17421.95147,132390100.44266,691.95722,351103.73687,1648.33313,1602430.89958,3694355.15035,9482914849724.17190,412926.95563,16322465370.93501,251319.40384,58628401852.00811,11007367.60433,221172986.58704,14450358.94490,298540472.84941,20157009.09754,288117228.53142,0
143,0.63173,0.00132,0.13587,0.00005,0.05184,0.00001,1.19995,0.00638,3.67112,0.00194,5.04492,0.00438,0.00214,0.00001,-0.00048,0.00006,0.00548,0.00072,0.85228,0.00188,0.61321,0.00314,0.46274,0.00189,104.20661,360.43938,41.62293,28.64038,20.44797,30.08130,-21954.18653,211253040.04535,560.03390,324409.40013,2214.47571,1967525.97727,4636324.09053,14728895163038.18900,395259.95167,16040793158.27085,346412.06251,69315211771.14719,11053463.96256,218366341.21727,12547698.45471,207245393.14777,18498354.92609,373393129.66110,0
144,0.48195,0.00129,0.02594,0.00000,0.02413,0.00000,1.61286,0.00538,6.17298,0.00103,6.33281,0.00024,0.00324,0.00004,-0.00086,0.00001,-0.00033,0.00013,0.77545,0.00307,0.36662,0.00128,0.36813,0.00095,44.27759,44.30918,102.03388,88.95092,37.14838,49.70270,-3745.24693,345663.69371,1373.90266,533984.73470,1153.69412,1357706.28677,867031.58975,137280544142.45747,663746.84326,23446065853.27890,207430.52710,36437497473.99896,12924614.21505,686128749.55051,34853866.30014,9837197776.20702,32451790.93599,6630473037.57428,0
145,0.49300,0.00030,0.02717,0.00000,0.01487,0.00000,1.93988,0.00144,6.14320,0.00481,6.79729,0.00163,0.00018,0.00000,-0.00179,0.00001,-0.00420,0.00009,0.78216,0.00084,0.36015,0.00115,0.30677,0.00101,427.97815,361.79164,112.37302,263.49927,58.33829,168.98826,-56488.69586,167831224.30656,290.92767,26927.64983,114.06589,2106.51133,13155637.23180,16729949046753.54700,629556.06948,23705523166.30313,78003.21964,1218851349.30744,12968577.80932,5363092.01782,33235127.43633,23419719.22863,37459761.84823,5831577.61723,0
146,0.75228,0.00016,0.07248,0.00000,0.05333,0.00000,0.92776,0.00119,4.83994,0.00095,5.24380,0.00056,0.00044,0.00000,-0.00127,0.00001,-0.00684,0.00045,0.90320,0.00024,0.51504,0.00138,0.47753,0.00122,290.09654,366.12843,121.55757,493.28691,32.04213,81.39571,-41769.89746,151618297.98781,486.08408,127583.26031,33.31120,81.31262,9239815.31068,12583711733044.51000,1372422.77280,315068104629.61066,119760.65837,9270718728.05199,10145058.32799,20158234.10550,19076068.97166,22707469.77754,23762234.04331,68931777.12293,0
147,0.77199,0.00013,0.06846,0.00000,0.03696,0.00000,0.86708,0.00080,5.01419,0.00092,6.09481,0.00096,0.00066,0.00000,-0.00130,0.00001,-0.00388,0.00030,0.91074,0.00019,0.50373,0.00125,0.40510,0.00088,277.53903,537.00678,134.16746,462.02620,52.31954,393.63734,-45057.96082,190358180.77447,-708.06981,366530.70740,48.81257,680.16419,9922892.42919,15825837700794.28700,1691799.36790,221930956564.26105,470069.96344,322458070237.59967,10000426.21490,89337393.86433,20006211.11422,76622793.70681,31247304.20487,399534538.43129,0
148,0.77500,0.00014,0.08580,0.00001,0.06098,0.00000,0.87239,0.00083,4.74829,0.00084,4.99403,0.00114,0.00042,0.00000,-0.00076,0.00001,-0.00723,0.00070,0.91249,0.00020,0.53666,0.00123,0.50488,0.00136,299.19911,461.92002,153.20094,765.74097,28.27014,77.88456,-42884.47906,179463841.73970,818.45265,517235.15452,32.75024,105.04793,9600228.43208,14913230510156.73800,2068126.02569,522416174056.31342,98964.95334,5526968761.95586,9962664.87027,16330397.77797,17849443.20645,21741885.51739,20714639.94907,41514129.04115,0
149,0.40350,0.00095,0.09905,0.00001,0.03265,0.00000,2.22202,0.00697,4.09742,0.00379,5.69947,0.00382,0.00033,0.00000,-0.00162,0.00015,-0.00833,0.00032,0.72645,0.00343,0.55440,0.00281,0.39709,0.00179,680.15934,6778.17294,45.64952,102.05368,51.06641,241.94911,-132174.50972,3794176052.03733,1065.63484,1757430.25871,945.97488,1151534.92457,29515706.59536,275694132730612.78000,538943.89525,111266721646.62537,258231.40431,49083066319.21335,14000360.25494,1238459739.32594,14888455.77902,408650436.66726,31387789.52901,1800005968.01806,0
150,0.44975,0.00025,0.06334,0.00000,0.02872,0.00000,1.83338,0.00083,4.87245,0.00068,5.81598,0.00142,-0.00006,0.00006,-0.00275,0.00006,-0.00535,0.00041,0.76591,0.00092,0.49485,0.00122,0.39436,0.00096,45.65986,51.05413,65.02202,167.13167,36.10195,125.65914,-2152.38699,79164.45846,473.83543,211787.08571,1444.75271,2177405.16960,534993.94761,31800905986.17492,433641.27609,71578850174.92661,322250.19059,148004499986.12466,13314891.89051,227700960.37436,19453619.23871,893684836.14259,29048993.66116,1632466134.95932,0
151,0.52711,0.00053,0.12070,0.00001,0.11307,0.00000,1.54508,0.00195,3.86967,0.00006,3.99456,0.00055,0.00224,0.00004,-0.00043,0.00002,-0.00296,0.00029,0.85968,0.00062,0.60206,0.00157,0.59216,0.00093,49.51374,61.74944,74.37820,86.17835,47.51217,247.50296,-2885.93046,182066.68011,2284.24633,3902315.18318,2028.01721,2686204.08592,712721.15475,50685526878.69077,784911.80570,112859930143.64523,773407.22931,598323840176.01233,12189520.52011,263086602.81103,13536365.77029,557342612.92542,10447936.94799,490413326.60663,0
152,0.57272,0.00094,0.10854,0.00001,0.03915,0.00000,1.39029,0.00392,3.93807,0.00010,5.26914,0.00037,0.00182,0.00000,-0.00093,0.00001,0.00251,0.00031,0.82482,0.00176,0.59248,0.00162,0.45152,0.00140,160.95077,944.81627,56.42992,4.11082,32.40129,74.59271,-37739.68137,476908989.20783,917.42048,272391.71772,3300.22912,4295378.10479,7651354.91253,32056021735499.19500,537826.96145,6950547371.09987,576806.58734,193902169852.11993,11584866.52049,547409348.73050,13870457.14712,464689986.48420,23555013.90419,1270302710.27874,0
153,0.53516,0.00067,0.11221,0.00001,0.07290,0.00000,1.42351,0.00159,4.02019,0.00005,4.60546,0.00094,0.00474,0.00006,-0.00033,0.00001,0.00505,0.00023,0.81108,0.00151,0.59079,0.00163,0.52018,0.00107,34.43211,24.90921,61.34976,14.76405,32.55725,66.14306,-2173.17040,45247.93393,1213.18427,512938.11847,4785.34507,9761087.63250,530738.10422,24246431063.46066,567859.31373,13459518869.66783,848699.86322,447728773694.13934,12101824.35085,227649276.68679,13964408.35266,533204950.27167,17617467.09498,963329621.20740,0
154,0.55628,0.00053,0.10875,0.00000,0.04814,0.00000,1.44316,0.00222,3.96232,0.00026,5.01244,0.00054,0.00428,0.00002,-0.00187,0.00000,0.00241,0.00042,0.81805,0.00107,0.58388,0.00151,0.47282,0.00132,57.33610,70.07313,55.64674,1.02409,24.64860,29.59607,-7828.14816,5015839.01455,788.25759,116585.59239,1787.31548,1948025.23172,1529170.56372,425543687374.29340,460907.15588,815694421.51266,297986.39368,62045606477.17192,11921380.81068,109489695.02048,14119364.27220,135484097.38798,21720154.85751,415704172.62546,0
155,0.47514,0.00032,0.05829,0.00000,0.02421,0.00000,1.85823,0.00146,4.96199,0.00102,6.04442,0.00298,0.00209,0.00004,-0.00043,0.00002,0.00054,0.00013,0.77758,0.00105,0.47616,0.00162,0.36532,0.00121,41.62452,32.68048,68.07622,65.42479,52.07933,214.54800,-1877.15234,9125.90335,1125.81810,1216899.28155,4388.32977,10454541.13195,507032.88848,21599666831.81547,541197.45816,26336747839.24672,816987.37419,541553122893.63885,13123490.14756,255406310.79552,20510767.90607,1180906910.81627,31901923.23578,2508513087.98659,0
156,0.55552,0.00065,0.08870,0.00000,0.03408,0.00000,1.33712,0.00166,4.24947,0.00084,5.64934,0.00152,0.00390,0.00003,-0.00153,0.00000,0.00394,0.00029,0.81811,0.00127,0.55093,0.00192,0.41282,0.00114,44.68319,35.71653,61.02755,9.06387,29.32033,51.95794,-4665.05344,1124813.23072,474.17984,110761.10766,3029.71028,6705434.28806,990781.89539,131581757892.90991,558442.09756,2624722978.82262,526415.86035,299141897970.83240,11821765.69124,137641607.70881,15686770.29432,363857070.16152,26606333.85632,831200530.03100,0
157,0.51952,0.00042,0.03556,0.00000,0.03038,0.00000,1.76922,0.00272,6.16170,0.00045,5.77811,0.00056,0.00255,0.00012,-0.00153,0.00001,-0.00724,0.00069,0.80445,0.00121,0.40349,0.00095,0.41362,0.00098,24.58053,10.97176,73.37641,40.73499,16.89167,10.57374,-1419.07203,48775.04252,374.43560,378571.77860,36.43197,430.10155,303506.31198,10274963189.96949,457955.93116,7070276886.89523,49384.33761,369662187.23001,12292206.10850,50547162.09069,29814834.15533,711244459.82461,27452298.97071,175976275.44616,0
158,0.57399,0.00035,0.05711,0.00000,0.03459,0.00000,1.60902,0.00181,5.24387,0.00028,5.57762,0.00056,0.00382,0.00009,-0.00033,0.00001,0.00722,0.00027,0.82914,0.00086,0.47998,0.00121,0.43214,0.00108,31.84627,23.97160,65.63997,35.53120,27.02316,44.63541,-1521.08851,138407.53793,1174.70398,902205.78835,3342.50532,6471530.27904,418934.30287,24010438014.30838,487713.62174,13203540393.10297,522973.00170,218812714308.81909,11666641.96562,243811761.65216,21662020.99105,1406367305.16374,26180918.91024,1831776055.02507,0
159,0.51148,0.00065,0.06112,0.00000,0.02885,0.00000,1.56907,0.00260,5.24142,0.00083,5.88732,0.00156,0.00394,0.00002,-0.00208,0.00001,-0.00036,0.00038,0.79522,0.00157,0.48500,0.00121,0.40013,0.00106,54.20581,60.68543,62.10909,12.45062,25.52631,30.10788,-7413.66225,4065539.62013,126.65013,152195.33915,1054.93152,1339120.95081,1441366.02442,348548376760.12860,474163.69437,2548504457.01097,188490.82263,33539256276.35357,12414199.45847,165098445.28876,20739252.86309,775165447.57022,29482748.70181,901971339.35117,0
160,0.50768,0.00057,0.04856,0.00000,0.03283,0.00000,1.73305,0.00354,5.52110,0.00077,5.75463,0.00130,0.00185,0.00007,-0.00167,0.00000,0.00007,0.00041,0.79596,0.00146,0.45058,0.00103,0.41675,0.00101,47.47602,87.22111,74.28312,5.53681,25.91704,44.65544,-3119.59097,1786435.61508,781.46296,326641.81734,1678.06940,3379237.71224,756552.39267,135548433687.38766,560397.06135,2917203261.57159,307587.67683,128304281523.71581,12534399.72879,212189556.31404,23959487.28295,725622996.42081,28220624.87951,989376189.89794,0
161,0.37954,0.00040,0.03359,0.00000,0.01350,0.00000,2.05106,0.00173,5.96692,0.00294,7.05058,0.00435,0.00313,0.00008,-0.00164,0.00002,-0.00267,0.00010,0.72400,0.00207,0.39429,0.00150,0.29105,0.00086,34.73623,30.77332,77.29732,74.37613,68.46306,335.51859,-2075.31328,125514.83167,687.71066,558979.17870,1396.96426,1725984.10583,500127.92152,29018286045.50175,523029.82887,13288775117.39620,345019.46157,64264678817.47780,14412567.07143,277958189.04103,29095884.10919,2258825912.37658,46815036.00067,3947513794.66431,0
162,0.57274,0.00034,0.05670,0.00000,0.01729,0.00000,1.34633,0.00084,4.89484,0.00108,6.57194,0.00176,0.00144,0.00008,-0.00234,0.00001,0.00046,0.00022,0.82663,0.00072,0.48512,0.00144,0.32945,0.00080,31.45779,22.33883,58.26508,10.00023,36.92672,86.25726,-1866.31767,64179.26387,353.03211,117995.95741,1293.72458,577882.03073,431396.47129,20848300418.33482,464509.64338,3044894372.21480,215095.85654,22447413891.34826,11472501.94819,69578397.43721,19948051.67506,201254729.09296,37957827.23573,747897329.49346,0
